,ProductID,Description,Name,Type,Color,Size,Image
1366,702.214.23,1 extension leaf included.,INGATORP,Extendable table,White,"155,215x87 cm",images/dining table/702.214.23.jpg
1367,598.501.07,You sit comfortably thanks to the high back and seat with polyester wadding.,HENRIKSDAL,Chair with long cover,"White,blekinge white",Not known,images/chair/598.501.07.jpg
1368,001.050.64,"Can be placed behind a sofa, along a wall, or be used as a room divider.",LIATORP,Console table,"White,glass",133x37 cm,images/dining table/001.050.64.jpg
1369,001.050.64,"Can be placed behind a sofa, along a wall, or be used as a room divider.",LIATORP,Console table,"White,glass",133x37 cm,images/dining table/001.050.64.jpg
1370,102.168.77,Ties keep the chair pad in place.,ELSEBET,Chair pad,Pink,43x42x4.0 cm,images/objects/102.168.77.jpg
1371,403.146.78,"Handwoven by skilled craftspeople, each one is unique. Made in India in organised weaving centres with good working conditions and fair wages.",ALVINE,"Rug, flatwoven",Handmade grey,170x240 cm,images/objects/403.146.78.jpg
1372,701.098.17,Dual function; can be used both as a vase and a lantern.,POMP,"Vase,lantern",Clear glass,28 cm,images/objects/701.098.17.jpg
1373,402.217.83,"Made of tempered glass, which makes the bowl durable and extra resistant to impact.",FRODIG,Bowl,Clear glass,17 cm,images/objects/402.217.83.jpg
1374,902.217.85,"Made of tempered glass, which makes the plate durable and extra resistant to impact.",FRODIG,Plate,Clear glass,28 cm,images/objects/902.217.85.jpg
1375,500.894.05,The height is easy to adjust by using the S-hook or cutting the chain.,KROBY,Pendant lamp,"Nickel-plated,glass",Not known,images/objects/500.894.05.jpg
1376,402.019.02,Use the hooks to store your kitchenware on the wall and fit more into your cabinets and drawers.,FINTORP,Hook,Black,7 cm,images/objects/402.019.02.jpg
1377,002.020.79,Helps free up space on your worktop while keeping cooking utensils close at hand.,FINTORP,Cutlery stand,"White,black",13x13 cm,images/objects/002.020.79.jpg
1378,201.571.08,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",STRIND,Side table,"White,nickel-plated",50 cm,images/dining table/201.571.08.jpg
1379,201.571.08,"Separate shelf for magazines, etc. helps you keep your things organised and the table top clear.",STRIND,Side table,"White,nickel-plated",50 cm,images/dining table/201.571.08.jpg
1380,602.307.91,The high pile dampens sound and provides a soft surface to walk on.,GSER,"Rug, high pile",Dark grey,133x195 cm,images/objects/602.307.91.jpg
1381,202.975.71,The curtains let the daylight through but provide privacy so they are perfect to use in a layered window solution.,VIVAN,"Curtains, 1 pair",White,145x300 cm,images/objects/202.975.71.jpg
1382,701.531.55,"Can be used hanging or standing, both horizontally and vertically, to fit in the space available.",RIBBA,Frame,White,21x30 cm,images/objects/701.531.55.jpg
1383,802.796.87,"Made of feldspar porcelain, which makes the bowl impact resistant and durable.",IKEA 365+,Bowl,Rounded sides white,22 cm,images/objects/802.796.87.jpg
1384,602.470.27,Its quick and easy to change the size of the table to suit your different needs. It extends to seat from 2 to 6 people.,GAMLEBY,Gateleg table,"Light antique stain,grey","67,134,201x78 cm",images/dining table/602.470.27.jpg
1385,602.470.27,Its quick and easy to change the size of the table to suit your different needs. It extends to seat from 2 to 6 people.,GAMLEBY,Gateleg table,"Light antique stain,grey","67,134,201x78 cm",images/dining table/602.470.27.jpg
1386,702.805.11,"The rug is hard-wearing and durable because its made of sisal, a natural fibre taken from the agave plant.",OSTED,"Rug, flatwoven",Natural,212x300 cm,images/objects/702.805.11.jpg
1387,600.817.34,The glass has a wide shape which allows you to also use it as a bowl for serving delicious desserts.,POKAL,Glass,Clear glass,15 cl,images/objects/600.817.34.jpg
1388,902.346.17,"Dinnerware that combines a simple, rustic design with a soft ruffled edge. It allows you to coordinate ARV with other porcelain to get different characters in your table settings.",ARV,Side plate,Grey,22 cm,images/objects/902.346.17.jpg
1389,302.522.80,The wall shelf makes it easy for you to see and reach the things you use every day.,GAMLEBY,Wall shelf,Light antique stain,80x100 cm,images/objects/302.522.80.jpg
1390,390.117.81,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",MELLTORP,Table,White,75x75 cm,images/dining table/390.117.81.jpg
1391,390.117.81,"The melamine table top is moisture resistant, stain resistant and easy to keep clean.",MELLTORP,Table,White,75x75 cm,images/dining table/390.117.81.jpg
1392,102.191.78,"You can stack the chairs, so they take less space when you're not using them.",ADDE,Chair,White,Not known,images/chair/102.191.78.jpg
1393,091.283.58,Knobs and handles are sold separately. Interior accessories  that help you organise inside your wardrobe are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,PAX,Wardrobe,"White,tanem vikedal",100x38x236 cm,images/objects/091.283.58.jpg
1394,602.917.08,"The hanger helps you transform an empty wall into a practical storage space for clothes, bags and shoes.",TJUSIG,Hanger,White,78 cm,images/objects/602.917.08.jpg
1395,002.987.98,"Durable, stain resistant and easy to care for since the rug is made of synthetic fibres.",HODDE,"Rug, flatwoven","In,outdoor grey,black",80x200 cm,images/objects/002.987.98.jpg
1396,202.393.07,The anti-slip backing keeps the door mat firmly in place and reduces the risk of slipping.,TVIS,Door mat,"Half-moon,black",50x80 cm,images/objects/202.393.07.jpg
1397,101.229.11,Gives a directed light; good for lighting up for example dining tables or bar tops.,MELODI,Pendant lamp,White,38 cm,images/objects/101.229.11.jpg
1398,300.247.16,The plastic is flexible to minimise the risk of breaking.,BAGIS,Children's coat-hanger,Assorted colours,Not known,images/objects/300.247.16.jpg
1399,102.427.39,Helps you organise your shoes and saves floor space at the same time.,BISSA,Shoe cabinet with 3 compartments,White,49x135 cm,images/objects/102.427.39.jpg
1400,502.427.37,Helps you organise your shoes and saves floor space at the same time.,BISSA,Shoe cabinet with 2 compartments,White,49x93 cm,images/objects/502.427.37.jpg
1401,202.469.06,You can keep umbrellas in the lower part of the coat stand.,ENUDDEN,Hat and coat stand,White,170 cm,images/objects/202.469.06.jpg
1402,402.255.02,Easy to keep clean since it is machine washable.,SFTEN,"Rug, flatwoven","Black,white",80x150 cm,images/objects/402.255.02.jpg
1403,701.970.84,Suitable for both indoor and outdoor use.,BAGIS,"Hanger, in,outdoor",White,Not known,images/objects/701.970.84.jpg
1404,201.970.86,Suitable for both indoor and outdoor use.,BAGIS,"Hanger, in,outdoor",Black,Not known,images/objects/201.970.86.jpg
1405,502.484.52,"You can also use the clip to hang up your boots, so they will keep looking good for longer.",ENUDDEN,Hanger with clip,White,Not known,images/objects/502.484.52.jpg
1406,002.461.96,"The stool can be stacked, so you can keep several on hand and store them on the same space as one.",MARIUS,Stool,Red,Not known,images/objects/002.461.96.jpg
1407,002.518.52,The mirror can be hung vertically or horizontally to suit your needs and your space.,LUNDAMO,Mirror,Not known,20x120 cm,images/mirror/002.518.52.jpg
1408,002.518.52,The mirror can be hung vertically or horizontally to suit your needs and your space.,LUNDAMO,Mirror,Not known,20x120 cm,images/mirror/002.518.52.jpg
1409,202.508.61,Takes little room and helps you keep small things organised.,ENUDDEN,Wall storage with knob,White,15x17 cm,images/objects/202.508.61.jpg
1410,000.646.62,Sure grip.,OMSORG,Shoehorn,Assorted colours,Not known,images/objects/000.646.62.jpg
1411,502.637.15,Shade is sold separately.,SEKOND,Cord set,Red textile,1.8 m,images/objects/502.637.15.jpg
1412,002.672.40,"Perfect for keys, post and mobile phones.",LUNS,"Writing,magnetic board",Black,48x71 cm,images/objects/002.672.40.jpg
1413,603.083.13,"You can easily charge your smartphone wirelessly. If your phone supports wireless charging, place it on the charging pad. If not, complete the phone with VITAHULT wireless charging cover.",NORDMRKE,Triple pad for wireless charging,White,Not known,images/objects/603.083.13.jpg
1414,102.922.63,The anti-slip backing keeps the door mat firmly in place and reduces the risk of slipping.,OPLEV,Door mat,"In,outdoor black",50x80 cm,images/objects/102.922.63.jpg
1415,302.917.76,You can choose to frame your picture in different ways; close to the front or behind the box frame insert to add depth. And with or without the accompanying mount.,GUNNABO,Frame,Black,30x40 cm,images/objects/302.917.76.jpg
1416,802.867.82,Can be hung horizontally or vertically to fit in the space available.,MARIETORP,Frame,Black,50x70 cm,images/objects/802.867.82.jpg
1417,201.695.59,You will have room for plenty of shoes as each compartment has double rows.,HEMNES,Shoe cabinet with 2 compartments,White,89x127 cm,images/objects/201.695.59.jpg
1418,401.927.33,The basket is hand woven and therefore has a  unique look.,BYHOLMA,Basket,Grey,40x40x18 cm,images/objects/401.927.33.jpg
1419,502.689.06,The mount enhances the picture and makes framing easy.,VIRSERUM,Frame,White,50x70 cm,images/objects/502.689.06.jpg
1420,801.561.20,Helps you organise your shoes and saves floor space at the same time.,HEMNES,Shoe cabinet with 4 compartments,Black-brown,107x101 cm,images/objects/801.561.20.jpg
1421,502.347.04,"Helps you organise small items like desk accessories, make-up and ponytailers.",PLUGGIS,7-piece container set with rail,White,Not known,images/objects/502.347.04.jpg
1422,402.347.09,You can save space and make waste sorting easier by stacking the small PLUGGIS waste sorting bin (8 litres) on top of the large PLUGGIS waste sorting bin (14 litres).,PLUGGIS,Waste sorting bin,White,8 l,images/objects/402.347.09.jpg
1423,702.426.56,"You can mount this hanger in two ways, either on the wall or over the top edge of a door so that you can use the space to hang clothes, belts or bags.",TJUSIG,"Hanger for door,wall",White,60 cm,images/objects/702.426.56.jpg
1424,202.135.38,Saves space on the worktop.,GRUNDTAL,Rail,Stainless steel,80 cm,images/objects/202.135.38.jpg
1425,000.114.28,Saves space on the worktop.,GRUNDTAL,Wall shelf,Stainless steel,80 cm,images/objects/000.114.28.jpg
1426,702.683.97,Create your own unique combination for storage and display by combining modules and lids any way you like.,IKEA PS 2014,Storage module,"Bamboo,light green",60x35 cm,images/objects/702.683.97.jpg
1427,502.683.98,Create your own unique combination for storage and display by combining modules and lids any way you like.,IKEA PS 2014,Storage module,"Bamboo,dark red",60x35 cm,images/objects/502.683.98.jpg
1428,701.036.22,The shelf becomes one with the wall thanks to the concealed mounting hardware.,LACK,Wall shelf,Black,30x26 cm,images/objects/701.036.22.jpg
1429,502.019.06,"For a longer rail, connect two FINTORP rails together using only one bracket.",FINTORP,Rail,Black,57 cm,images/objects/502.019.06.jpg
1430,002.675.08,"As the light can be dimmed, you are able to choose lighting suitable for every occasion.",VARV,Table lamp,White,Not known,images/objects/002.675.08.jpg
1431,103.001.21,Create your own personalised pendant by combining the lamp shade with your choice of cord set.,SOLLEFTE,Pendant lamp shade,Oval white,Not known,images/objects/103.001.21.jpg
1432,003.221.71,You can choose how you want to use this basket  turned up with handles or turned down to display the contents.,FLDIS,Basket,"Seagrass,black",37 cm,images/objects/003.221.71.jpg
1433,702.992.28,"Hand-knotted by skilled craftspeople, and therefore unique in design and size.",PERSISK HAMADAN,"Rug, low pile",Handmade assorted patterns,100x150 cm,images/objects/702.992.28.jpg
1434,203.074.81,Jute is a durable and recyclable material with natural colour variations.,LOHALS,"Rug, flatwoven",Natural,80x150 cm,images/objects/203.074.81.jpg
1435,391.277.05,Knobs and handles are sold separately. Interior accessories  that help you organise inside your wardrobe are sold separately. 10 year guarantee. Read about the terms in the guarantee brochure.,PAX,Wardrobe,"White,bergsbo white",100x60x236 cm,images/objects/391.277.05.jpg
1436,702.676.04,Helps you organise your shoes and saves floor space at the same time.,BRUSALI,Shoe cabinet with 3 compartments,Brown,61x130 cm,images/objects/702.676.04.jpg
1437,003.000.13,Full-length mirror.,SOKNEDAL,Mirror,Black,70x190 cm,images/mirror/003.000.13.jpg
1438,003.000.13,Full-length mirror.,SOKNEDAL,Mirror,Black,70x190 cm,images/mirror/003.000.13.jpg
1439,102.895.76,"By combining the different sizes you can use the wall space in the best way, and get more hooks to hang your things on.",KUBBIS,Rack with 7 hooks,White,Not known,images/objects/102.895.76.jpg
1440,902.652.46,These white porcelain handles give a good grip and add a traditional touch to your kitchen.,HISHULT,Handle,Porcelain white,140 mm,images/objects/902.652.46.jpg
1441,402.902.91,You can easily access the contents as the lid folds open.,SVIRA,Box with lid,"Grey,white stripe",39x48x19 cm,images/objects/402.902.91.jpg
1442,202.902.92,You can easily access the contents as the lid folds open.,SVIRA,Box with lid,"Grey,white flowers",39x48x28 cm,images/objects/202.902.92.jpg
1443,402.917.14,"By combining the different sizes you can use the wall space in the best way, and get more hooks to hang your things on.",KUBBIS,Rack with 7 hooks,Black-brown,Not known,images/objects/402.917.14.jpg
1444,802.917.12,"By combining the different sizes you can use the wall space in the best way, and get more hooks to hang your things on.",KUBBIS,Rack with 3 hooks,Black-brown,Not known,images/objects/802.917.12.jpg
